log_returns_1,log_returns_5,log_returns_10,log_returns_25,log_returns_50,log_returns_100,target
-0.02225847060094281,0.02023415336396779,0.0785902745932215,0.01016825342925258,-0.12815503558814229,-0.25570410272797867,0.05835612122925354
0.023829562832983993,0.034758633365174256,0.053982601003671485,-0.031022896011993914,-0.12940578512258613,-0.2073920542786533,0.019223967638497177
0.008597161197211519,0.0791970416611931,0.0062598013485067345,-0.08601287466004029,-0.1423162221802554,-0.2501937288472359,-0.07293724031268638
0.01160554612030789,0.05672598140077753,0.000777907468244521,-0.0776461006385383,-0.2173239422609457,-0.2638439578958387,-0.055948073932533024
-0.0015396461855927501,0.030305349495329058,0.016781476962003605,-0.18170636145003666,-0.2744368457017603,-0.3231764038642485,-0.01352387253332543
-0.007733990599736339,0.05835612122925354,0.022096137068172067,-0.17007025501343426,-0.2902534289727103,-0.305821984212634,-0.03625998416108147
0.06826797112900267,0.019223967638497177,0.017699577099400857,-0.14963191931393202,-0.3419218413887777,-0.2601152426191265,-0.0015243905390965001
-0.013873899063204033,-0.07293724031268638,-0.04524316273084929,-0.2151984029827741,-0.37792895029955914,-0.3674025373125715,0.027694077581837222
-0.014815085785140587,-0.055948073932533024,-0.0007355645789539784,-0.2370262360993991,-0.40841061833792125,-0.37149002972387285,0.05521250935357908
0.026511125548331863,-0.01352387253332543,-0.008242834231711781,-0.25537382921912305,-0.4330817676795651,-0.3641656156678899,0.005281038301613565
-0.046866144190492696,-0.03625998416108147,-0.03475395978004365,-0.28574596342491454,-0.4470141110210368,-0.325198811836715,0.0015060243810378574
-0.023893236822180912,-0.0015243905390965001,-0.016897483456153727,-0.24567266437423807,-0.4127267490374043,-0.28236493117416067,-0.015373092917057293
0.0031152673169492786,0.027694077581837222,-0.011769457159476372,-0.21886255625693385,-0.3361602728064851,-0.20920064534519703,-0.03946353474131343
0.02760911561406702,0.05521250935357908,0.028365259317391152,-0.2171351990980953,-0.31767642831997267,-0.22197782357388318,-0.026847250036187938
0.0037750139205757296,0.005281038301613565,-0.026831812815505084,-0.24958693918795005,-0.3833957628032937,-0.25738424964798184,-0.03211285111711864
-0.012130550568507632,0.0015060243810378574,-0.03216203700288734,-0.23986126588962356,-0.43142076366851445,-0.19582604849913665,-0.033668061383925106
0.00532523129875278,-0.015373092917057293,-0.08348110647656905,-0.21724943785353287,-0.3873240210375143,-0.18369549793062892,-0.06810801355951175
0.030633699088691256,-0.03946353474131343,-0.1199667535903841,-0.16189429199029257,-0.3837006467602529,-0.16100262897981085,-0.08050321884907066
-0.022322355437898383,-0.026847250036187938,-0.13363651746036181,-0.1880776054515081,-0.3999615168911855,-0.23722307252039632,-0.10678926742417388
0.0,-0.03211285111711864,-0.2037688767136537,-0.1630944945635833,-0.3678083886701593,-0.33466799616785503,-0.17165602559653503
-0.029009667866602733,-0.033668061383925106,-0.1936724164626442,-0.1429272174574088,-0.38203960859810865,-0.372165694039115,-0.16000435507871902
-0.018765210525503468,-0.06810801355951175,-0.15195840349627554,-0.11391754959080604,-0.35302994073150584,-0.4004428839147631,-0.08385038993676375
0.04324998379381674,-0.08050321884907066,-0.13049170551061143,-0.1003742830464541,-0.2257119613006677,-0.39447598653256927,-0.049988486661540744
-0.027587956518829167,-0.10678926742417388,-0.20944342148425726,-0.1638982093765125,-0.25814039335130584,-0.44242081463059363,-0.10265415406008334
-0.0015552102668064743,-0.17165602559653503,-0.21501814387029258,-0.14525485632058166,-0.24533831487756427,-0.45565485263201955,-0.04336211827375743
-0.0634496200421893,-0.16000435507871902,-0.2173239422609457,-0.13832328901739493,-0.25778333328414754,-0.45778288778150944,-0.05731958718222667
