log_returns_1,log_returns_5,log_returns_10,log_returns_25,log_returns_50,log_returns_100,target
-0.01762757508331346,0.004191472311326341,0.0717891375000153,0.04404260922029724,-0.05224875918766569,-0.005053067851391289,0.06759766518868897
0.0010254658222167022,0.02148437537009706,0.06006117349791017,0.02765774944325075,-0.06462972456688329,0.04054835927432826,0.0385767981278131
0.01861620863279792,0.0688106432911896,0.04296523764308444,-0.005481342946262636,-0.0683951683568318,0.029290092494554984,-0.02584540564810534
0.007683351644624258,0.051182624279936535,0.020249654572287282,-0.022038525456962207,-0.10995410392685769,0.01827596972106507,-0.03093296970764932
-0.005505978704999056,0.03931670240255901,0.025301168910753128,-0.06869579177828125,-0.10019731038333272,-0.005673300716600068,-0.014015533491805933
-0.0003346720245428218,0.06759766518868897,0.02755722600325387,-0.06354631931591725,-0.11269311687001377,0.02462323856846637,-0.04004043918543505
0.04835173374330935,0.0385767981278131,0.017913897520993902,-0.04344048253118262,-0.12897514137702454,0.06401537176649766,-0.020662900606819152
0.0009881896215448499,-0.02584540564810534,-0.017211536427497297,-0.09968907226308758,-0.16089746204283464,-0.01964636458955111,0.008633869220608043
-0.0041825702327533305,-0.03093296970764932,-0.010763125237041196,-0.13381363288569306,-0.16808576546688064,-0.045831440942077355,0.02016984447060814
0.022774984081130694,-0.014015533491805933,0.0019178525936006487,-0.13437732932117347,-0.1883225696203293,-0.02330579670867758,0.0159333860854065
-0.02935553908541864,-0.04004043918543505,-0.020857131487530215,-0.16523613475260485,-0.2074348990045012,-0.023255022493421297,0.019183307697904904
-0.016070470032608922,-0.020662900606819152,-0.013945418149950116,-0.13109589754385,-0.17270609809451273,-0.002418380864281638,0.006717482456869123
-0.0040993744379991095,0.008633869220608043,-0.01467099585323643,-0.10516053201945741,-0.12350630430202442,0.030459207484708654,-0.023304865073844407
0.012734865983090109,0.02016984447060814,0.012264281557240847,-0.09417707242381242,-0.10744396396890311,0.03137892900532802,-0.007905562913367333
-0.003249921612498337,0.0159333860854065,-0.005857485019579188,-0.10312780919537826,-0.1321417958471153,0.027837343810859685,-0.02179087110498566
-0.009978000506802713,0.019183307697904904,0.012293910905717105,-0.09700432238714825,-0.15572526953768154,0.05494060620596041,-0.0068893967921876695
0.013226299794818321,0.006717482456869123,-0.01174052344784027,-0.09458711397383406,-0.14688903889801844,0.06491860671276323,-0.01845800590470932
0.007436600812000917,-0.023304865073844407,-0.05708044980995502,-0.08512374007886374,-0.14800315428238767,0.05829501804549187,-0.033775584736110656
0.008498407597888486,-0.007905562913367333,-0.06245802449985763,-0.08429219633079751,-0.13293345778160384,0.05223487994221436,-0.05455246158649031
0.0,-0.02179087110498566,-0.10993034677444086,-0.09244027987535702,-0.13739368074365524,0.061910530037124156,-0.08813947566945522
-0.022443825747838535,-0.0068893967921876695,-0.11028685301707587,-0.07821617944278852,-0.15308679334997632,0.049375441793949953,-0.10339745622488822
-0.016796047735895273,-0.01845800590470932,-0.0680718625090456,-0.05577235369494996,-0.13064296760213787,0.04251879059400605,-0.04961385660433624
0.022835902972478093,-0.033775584736110656,-0.0591726707617459,-0.034978644088914296,-0.08306398361875535,0.06695381849650447,-0.02539708602563532
-0.0053869005937298405,-0.05455246158649031,-0.11514494473528458,-0.07656184147744903,-0.09316999707195776,0.024989078884543377,-0.06059248314879422
0.014901474312797838,-0.08813947566945522,-0.11450431080978836,-0.07926787738376731,-0.08564748434780639,0.024501548041816982,-0.02636483514033309
-0.03401243486036015,-0.10339745622488822,-0.13748960647288702,-0.09629136840796299,-0.09983810026919859,0.030245358254032198,-0.03409215024799882
-0.03211362656729652,-0.04961385660433624,-0.09869247348919062,-0.092287474010134,-0.07779971607895493,0.05438233077343451,-0.04907861688485431
0.0020590261220982016,-0.02539708602563532,-0.056713951430110446,-0.06291382541056921,-0.014707419703697456,0.11980397016815417,-0.03131686540447523
-0.03897391467669484,-0.06059248314879422,-0.05188889239456287,-0.08791557846989541,0.01581531136017144,0.09696057642973638,0.00870359075423125
-0.0003565062426350549,-0.02636483514033309,-0.009130848506343917,-0.03150151860505138,0.04648761122789078,0.055295256240799125,0.01723398663398924
0.019771164760191747,-0.03409215024799882,-0.005900777067977248,-0.049146797554096434,0.0627094291507439,0.00568890423163906,0.028191373180021472
-0.007896855988595512,-0.04907861688485431,-0.03323273392165751,-0.08553465884584192,0.05723609731865375,0.002269752174786355,0.0158458829631968
-0.03313637100106068,-0.03131686540447523,-0.0026462042432733447,-0.06120838977974696,0.05016510360366349,0.005446732256774778,0.028670661161201857
-0.004746266668233688,0.00870359075423125,0.0387583113178544,-0.03427213258118759,0.09446546625275928,-0.006761103873338772,0.03005472056362316
-0.008083821350300724,0.01723398663398924,0.04385490203941692,-0.05394524029915596,0.09422833390344505,0.006929276449119867,0.026620915405427895
0.004784698123336253,0.028191373180021472,0.0661628238222862,-0.04219876425189635,0.11406628445532534,0.017916384179163088,0.037971450642264724
0.009864895491783683,0.0158458829631968,0.061378125698950056,-0.04161020055066272,0.10135028236271156,-0.00036724201661360355,0.04553224273575322
0.006884085157645912,0.028670661161201857,0.05551089207730665,-0.018345772282567008,0.09165126561394753,-0.046701817289788644,0.026840230916104803
