,LogReturns
0,-0.0021916482655524256
1,0.009341893841428715
2,0.012838378988110357
3,0.003451357189765533
4,0.004386231915159229
5,0.002244935071728937
6,0.005414325844376421
7,0.002227825275066784
8,-0.00599120734823044
9,-0.010541998725538257
10,-0.008970815498043459
11,-0.013182751229591259
12,0.0013382811170688158
13,0.004609421067611712
14,0.010593574452045172
15,-0.016663027413037226
16,0.00022644458961169068
17,0.020261136308053557
18,0.007368704604043213
19,0.0
20,-0.0013033949353952596
21,0.009910416176653693
22,0.005969468185959877
23,0.0045409637324468665
24,0.0035948319573184746
25,-0.011760047040976879
26,-0.012730016322006172
27,-0.01301433209547133
28,-0.004577218302165769
29,0.005298025637555194
30,0.011581527577992143
31,0.015197323766970347
32,-0.018645808069140516
33,0.008776147409957797
34,-0.014031145768369566
35,-0.01471679154751651
36,-0.003164559602963137
37,0.01524345993259062
38,0.0021587919153960226
39,-0.007346917835575522
40,-0.018133713318503792
41,-0.004804444104550895
42,0.012517036660238012
43,0.013084751743658455
44,0.006837428424921473
45,0.0
46,0.014125702263648614
47,-0.03270731797578433
48,-0.00036543029823797027
49,-0.014727806710243511
50,-0.016580819928420025
51,0.002385587169412976
52,-0.011224028544161591
53,0.005312433440017071
54,-0.016150920159472695
55,-0.0028244979619904543
56,0.021243564255123693
57,-0.01803452485405511
58,0.002304148484850074
59,0.00025568908346932
60,0.009161535004661756
61,0.021428048743570988
62,-0.007716279729689258
63,0.0038655824679888354
64,-0.005115738900344115
65,0.0077258951271294415
66,0.01539723711530006
67,0.004755816536527429
68,0.007272759329079657
69,0.015459592453592597
70,0.0
71,-0.0005947778680068677
72,0.004037530719392776
73,0.014938818073936379
74,-0.006089724874163385
75,-0.02149088350319441
76,-0.005656872520199299
77,0.008892151838492963
78,-0.016038932908786687
79,0.0066638642433307135
80,-0.016191235687003647
81,0.022331025034166098
82,-0.0016816820780055038
83,0.009095323590679103
84,0.0013096019491798852
85,-0.011848621652017041
86,-0.0076137898774712755
87,-0.030297883981337655
88,-0.0016269323405899087
89,-0.001253290049999699
90,-0.006542549759438315
91,-0.03167540572646407
92,0.006622970770828812
93,-0.06221143540738495
94,-0.01764792554080357
95,-0.09108527459566178
96,0.06451932562164303
97,-0.05018762735328421
98,0.048746912509642776
99,0.006180400556773886
100,0.027836484721480485
101,-0.018565934122535387
102,0.00028388928508602077
103,-0.05859538775383707
104,-0.017764074503402748
105,-0.0035295056973373034
106,0.04714172157404716
107,0.014702936091062373
108,-0.0248732647451398
109,0.023571840224818764
110,0.04623058003229338
111,0.0057859370670439265
112,-0.0020625651863482564
113,-0.021706710074900156
114,-0.037697046839352585
115,0.0
116,-0.002779201671850341
117,0.037094534706500475
118,-0.018519047767237527
119,-0.029918320490967702
120,0.008555886386634449
121,0.01602831924390408
122,0.017765510217883713
123,0.01396060183411208
124,0.0015392153042400674
125,-0.018059181538397532
126,-0.015639891216093896
127,-0.03772364198823621
128,-0.028329643565112115
129,0.0063140272906685715
130,0.018706347309746234
131,0.0213170477885162
132,-0.039102726013742484
133,0.017182814604857197
134,-0.031082652293890886
135,-0.05284971493520867
136,0.06044135415350093
137,0.013643194682306818
138,0.021985526407715974
139,-0.024729848910682584
140,0.042883989284496334
141,0.006850839417636005
142,0.014135530333551105
143,-0.0008597220761656138
144,0.019588986919584855
145,-0.030833159011614198
146,0.026183626154987722
147,-0.019681182898500543
148,0.002732831618110881
149,0.021457306362130855
150,0.03168718932326442
151,-0.02845888979693432
152,0.01708968302499537
153,0.05141727072200467
154,-0.005116442778408642
155,-0.026927780030970204
156,-0.03604241569500593
157,0.02435432395176428
158,0.024575906048837387
159,-0.0049475263052555524
160,-0.00201274807969701
161,0.014534558154292762
162,-0.048829879016833035
163,0.007340244853712171
164,0.02601440537573381
165,-0.014490063261428638
166,0.01260606324244982
167,-0.01632323482243087
168,-0.01431373463945897
169,-0.0002778163651706027
170,-0.024185655813203605
171,-0.008432837795653493
172,-0.031938551364259965
173,0.0
174,-0.012826424912233911
175,0.04648590026352663
176,-0.0018644680912052853
177,0.05678350706370423
178,-0.007214351034293313
179,0.004089985251525066
180,0.016997576368571077
181,0.0009358915049050237
182,-0.002006555418745138
183,-0.03155865814642763
184,0.029682233524018106
185,-0.014458734418926417
186,-0.021044721364708252
187,-0.012589339583563095
188,0.00924764892166008
189,0.0077799781139194675
190,-0.017450013525491928
191,0.039350697230414705
192,0.004066996100414117
193,0.0014686961563738523
194,0.0037629395295422892
195,0.0
196,0.0029466938010767993
197,-0.01835656888913421
198,0.010029902461251218
199,-0.005409073364011971
200,0.0
201,0.01647372941514343
202,-0.005550554257736932
203,0.005617240930430349
204,-0.0024703734813417044
205,0.00500117736295323
206,0.014527460986769627
207,0.00392567894888473
208,0.0029992850285945477
209,-0.005352842600358069
210,0.0
211,-0.00039279869572150046
212,0.017653625651692453
213,0.006157023042026183
214,0.0006391818689970737
215,-0.001278772552776865
216,0.005741642567675183
217,0.008488047413903722
218,-0.0011360051710797992
219,0.006796753666609325
220,-0.007807620570985866
221,-0.0010118897903634442
222,0.021285391062108833
223,0.005682535365398192
224,0.021569105225701758
225,-0.0032602818228859706
226,-0.0006049241004746361
227,0.002176016332515847
228,-0.004963390130182663
229,-0.013808492150312704
230,0.012837146760680682
231,-0.004504786335955404
232,-0.00833236042472533
233,0.018651116626100514
234,-0.00012078024049935056
235,0.0
236,-0.006787082167910436
237,-0.007936065093391806
238,0.01484392750180152
239,-0.0019342365798308656
240,-0.0016955314707478369
241,-0.0026702285558789208
242,-0.015061816603071309
243,0.00516860614086535
244,-0.015088092312425118
245,0.0011208669210109072
246,-0.020116343415544795
247,0.009354132168024679
248,0.012877224709230736
249,0.013446619577214386
250,-0.001962709167848706
251,0.019696685400394928
252,-0.008220549194672836
253,0.00834093684304541
254,-0.0008430180543821925
255,0.008398369698831641
256,-0.008988905476549028
257,-0.0002531935557681559
258,-0.009693520711011575
259,0.006674377061466721
260,0.020589666788343796
261,-0.00701506949109667
262,-0.005863715718043638
263,-0.0028846173848596107
264,-0.0032551719623028427
265,0.01224211160415722
266,-0.0067025984020380736
267,-0.01610106812900296
268,-0.004403138229312607
269,0.0
270,-0.01656199023573239
271,-0.02383617485165022
272,0.014067781584423152
273,0.014244899126129815
274,-0.013213465467814893
275,0.0016079193475071138
276,0.014331356258052807
277,-0.007576264271494437
278,-0.005751453713879106
279,0.005751453713879145
280,-0.013935320605224961
281,0.00755671102256124
282,0.015438553651550129
283,0.009835338688411691
284,0.007799210871803448
285,-0.011107834685384245
286,0.000981474744472551
287,0.0026940991068630194
288,-0.014163670484866058
289,-0.01916031315769385
290,0.0026516841094764597
291,-0.0006307158834123232
292,-0.005694415893556585
293,0.003799877909774621
294,-0.002531646921779508
295,-0.013397329571821394
296,-0.0017999490588565224
297,-0.00716756369798265
298,-0.0230091105092576
299,-0.009415540192186274
300,0.023245197553347207
301,-0.0060351796933779
302,0.006427516061452437
303,0.0020898649194592365
304,-0.000652613741102894
305,0.0
306,0.01438873745209967
307,-0.019362569695575843
308,-0.0013130253987257746
309,-0.030549964677447746
310,-0.0023055546932131098
311,0.01281636430107569
312,0.024365612162357223
313,-0.006562564568416047
314,0.013472180742569817
315,-0.02233408649978543
316,0.012542246399273585
317,-0.011612693181819038
318,0.011350260428705582
319,0.013297028143489726
320,0.0011648224962931065
321,0.017184316171903524
322,-0.0015269121175036395
323,-0.02462257811428034
324,0.011290756503355854
325,-0.01573811504364038
326,-0.0010493180396177464
327,0.016141980275720974
328,-0.0016801296359381676
329,0.028688140653388157
330,0.011497252365657585
331,0.01296234432339021
332,0.0
333,-0.0011044978726068653
334,-0.01123676699475907
335,-0.0038569254655467715
336,-0.011156493027995219
337,-0.003409309445372115
338,-0.003420972610942703
339,0.012373944627984025
340,-0.004032136902855854
341,0.0035305757833898627
342,0.006114391575791937
343,-0.003371421061943525
344,-0.012840055559652142
345,-0.01609230128875513
346,-0.013219477113732756
347,0.0022154175999355295
348,0.008554815621036575
349,0.0234704651127999
350,-0.003409739996114126
351,-0.00889459485345124
352,-0.01660162960401816
353,-0.0036401496253598564
354,0.023554728233013453
355,0.007729874388105466
356,0.009047561089406865
357,-0.0015022536625896778
358,0.0047494152518810845
359,-0.0034973805321706925
360,-0.001627951020108479
361,-0.0023840904698523785
362,0.008755528102378724
363,0.010406436825585183
364,0.00700033561831492
365,-0.0022053427217965473
366,-0.0006134593162143003
367,-0.004797942402139124
368,-0.007054048184875239
369,0.002728514653203914
370,0.0029680951792204107
371,0.004558623061031632
372,0.003068428305014503
373,-0.009976066478443945
374,0.0040763443512558725
375,0.0
376,0.012130271877824223
377,0.00024354603140358582
378,0.01819460451860948
379,0.007409294280160156
380,-0.004520050517151441
381,0.0021436235432515907
382,0.005102354587782718
383,0.013052098982943032
384,0.00930239266231363
385,-0.004640379556502225
386,-0.003261125648131488
387,-0.0017514161754129283
388,-0.004450698375214293
389,0.003632319887965411
390,-0.007160075192838044
391,-0.014475810442369164
392,-0.006354556483015937
393,0.01076694215230829
394,-0.0071650652842827145
395,0.003350086885282027
396,0.0019093084559201516
397,-0.002865331473286282
398,0.006791804481468007
399,-0.0011882130675548023
400,-0.006321208954576568
401,-0.011794576492837041
402,-0.0015750896816683281
403,0.0036310860520403485
404,-0.00812766043892188
405,0.0065558083530006875
406,0.007354304049170092
407,0.008968669982760316
408,-0.005491239774284274
409,-0.020437255251885462
410,-0.0002443792778535412
411,-0.0050192968728669145
412,-0.002709380498791068
413,0.004055803507187071
414,-0.00479499289651828
415,0.0
416,0.0
417,0.006020783684963467
418,0.010480232409375614
419,-0.015868975302356824
420,0.006571431700901581
421,0.007477486070573598
422,-0.024589387410622457
423,-0.014165075454947926
424,0.002143893878730954
425,-0.002901661027898071
426,-0.005701630903663602
427,-0.018725697863043997
428,-0.005190818255286494
429,0.008293199233767997
430,0.0209382653293137
431,0.0017893621728446727
432,0.00527114723538925
433,0.0
434,0.009865830881698524
435,0.00322580924888279
436,-0.0012394647099935215
437,0.008398221522815542
438,0.011372791487108663
439,-0.0019474202843955666
440,-0.0010970928143730994
441,0.0012006449575380851
442,-0.0011603969566690222
443,0.0015513618959919343
444,0.0007230649503163784
445,0.004371060869172098
446,0.010485181929084538
447,-0.005650751435285217
448,-0.006410666042943031
449,-0.0006069066157034578
450,0.01398624197473987
451,0.013574828732034154
452,-0.006416602031863662
453,0.004980444304144752
454,-0.004148645789071339
455,-0.004881833830683778
456,0.0
457,-0.007177763553811235
458,-0.0007312051741056433
459,-0.0071234831863791325
460,0.021431129766487256
461,0.0
462,0.029013628295224414
463,-0.0023068060979150595
464,0.007363125765038953
465,-0.003789840884059586
466,-0.0007055762104933832
467,0.00483923693634456
468,0.0022891162565437237
469,-0.0014873293743485505
470,0.0005723115820380555
471,0.004338896964573334
472,-0.0029666840562863773
473,0.009213509981045228
474,0.0028266172927065114
475,0.0
476,0.00719994110420055
477,-0.002356771193552154
478,0.003253129796985387
479,0.007253281813436234
480,0.0006668889877037743
481,0.0005554012916998831
482,-0.012065837365289043
483,0.006832846522477919
