log_returns_1,log_returns_5,log_returns_10,log_returns_25,log_returns_50,log_returns_100,target
0.03993311990127424,0.0754552383932618,0.04456684399106549,0.03238507651727362,-0.02152121681742206,-0.108062337508708,-0.030888394402196394
0.0425411837870855,0.02554724091279124,-0.018189420754264475,-0.029628471814271452,-0.0850128325497814,-0.12167481866784649,-0.043736661667055754
-0.007552825649376715,-0.01591658875155728,-0.08998314737878735,-0.09451566719598978,-0.12972347602830145,-0.1823639485360497,-0.07406655862723006
-0.004173137509922724,-0.01842823851201567,-0.0876619793052236,-0.09938681757418591,-0.1119670926737571,-0.163555866541779,-0.069233740793208
0.0047068978642017525,-0.017741702921578686,-0.0808114640245847,-0.11848025485279144,-0.08290619305773177,-0.22580094997100508,-0.06306976110300588
-0.009974877579196486,-0.030888394402196394,-0.07810577293261325,-0.12536238016079024,-0.11333722323032426,-0.24799626209848197,-0.04721737853041682
0.0010773541227368177,-0.043736661667055754,-0.09041756540462041,-0.10419941595411526,-0.11490370963553444,-0.24667469035239373,-0.04668090373756475
-0.01006447540983512,-0.07406655862723006,-0.07534288298683477,-0.09456748162316365,-0.09444913142478883,-0.19875826046979583,-0.0012763243596047896
-0.003486601919485786,-0.069233740793208,-0.04505015780152811,-0.11137280073260061,-0.10640038129449562,-0.18738110437789945,0.024183582991680004
-0.008439793616416034,-0.06306976110300588,-0.020287355104810056,-0.09256346432426764,-0.10788619881311484,-0.22568443215337164,0.042782405998195924
-0.022823144844055728,-0.04721737853041682,-0.011847561488394047,-0.0938692811383652,-0.10505480809529734,-0.1938572934362912,0.03536981704202277
-0.029252542837437397,-0.04668090373756475,-0.00848181505590923,-0.07735300983771579,-0.07808329224602344,-0.13933973422026952,0.03819908868165548
-0.005231657575813063,-0.0012763243596047896,0.036769266398817654,-0.049683420146646964,-0.03228747530387713,-0.10905212853974287,0.03804559075842238
0.0026773777707161726,0.024183582991680004,0.04099449392043137,-0.02406627887969817,-0.026098192565104632,-0.0936563435763957,0.016810910928751442
0.007412588956173179,0.042782405998195924,0.03529173426903823,-0.028775570335820896,-0.03489620150461013,-0.11728908652310001,-0.007490671729157626
-0.022286670051203675,0.03536981704202277,0.03503561105662492,-0.037145784454953486,-0.06853140401221858,-0.15226769339328688,-0.00033420598539783897
0.016152036540522653,0.03819908868165548,0.03524185267755786,-0.03201136483810021,-0.04971094193750115,-0.12998102334208317,-0.0029572360040976842
0.020228249775471663,0.03804559075842238,-0.00325619545759774,-0.03364935849436876,-0.02088297380910504,-0.14747768829549926,-0.041301786216020105
0.021276200777232246,0.016810910928751442,-0.03590842126064209,-0.04419837873174719,-0.030967234736689275,-0.13501160923410163,-0.0527193321893937
0.0,-0.007490671729157626,-0.08045119682640256,-0.05247817729903703,-0.03837455754377604,-0.17362700705700906,-0.07296052509724504
-0.019457398411570934,-0.00033420598539783897,-0.08262642427019977,-0.058128574910326546,-0.02458123541144037,-0.22347775729960767,-0.08229221828480196
0.015998538617289525,-0.0029572360040976842,-0.05198093923115034,-0.038671176498755594,-0.005123836999869395,-0.19597481680661885,-0.049023703227052635
-0.0010064300541991896,-0.041301786216020105,-0.05727018939475123,-0.04281720295412831,-0.012597174793799258,-0.2154333270439234,-0.015968403178731112
-0.0030253818806769434,-0.0527193321893937,-0.0831335538598241,-0.0717697952095091,-0.0030253818806769434,-0.20339686650916358,-0.030414221670430487
0.007156465743759873,-0.07296052509724504,-0.06478543749029986,-0.05560832761523758,0.014372705773502352,-0.18283790599217692,0.008175087606945188
-0.022080428430270818,-0.08229221828480196,-0.0816875136645733,-0.05390629333469568,0.002337099722726582,-0.208762772508981,0.0006047046202286516
-0.02234601159463292,-0.049023703227052635,-0.06591395877770888,-0.05538436073550995,0.003184353879250547,-0.21565372964653284,-0.01689025555065623
-0.012423976027572786,-0.015968403178731112,-0.04515090032944436,-0.035207808832311616,0.011465757666606631,-0.21430099170419448,-0.02918249715071327
-0.023266574788528276,-0.030414221670430487,-0.012341440610735907,-0.012580275099571223,0.02573050733867193,-0.26348530774505746,0.0180727810596946
-0.002175227443797244,0.008175087606945188,0.008893220492385829,0.03557406179505954,0.03650559423317122,-0.302437103010117,0.0007181328854408335
0.011188086627478633,0.0006047046202286516,0.010110822773223524,0.012025156930466045,0.06248736257388314,-0.30058861956530586,0.009506118152994833
0.010709288453688662,-0.01689025555065623,-0.018229514288605437,-0.010704293681419097,0.04239510752782943,-0.2785126125522719,-0.0013392587379491825
-0.02686979451927214,-0.02918249715071327,-0.014424759858039957,0.00011835019837477053,0.0486267051507804,-0.28685391505455204,0.014757737292673387
0.01532273448884721,0.0180727810596946,0.022124264199325325,0.004972419438104899,0.0722216957722318,-0.30993389719281095,0.0040514831396308995
-0.009745610430513509,0.0007181328854408335,0.019797931920420456,-0.01532273448884732,0.08533372530795198,-0.3088170044964362,0.019079799034979732
-0.006306873543406373,0.009506118152994833,0.023893144739644507,-0.011185526956932198,0.12593094643404462,-0.3255061069596004,0.014387026586649726
-0.0015829531463685998,-0.0013392587379491825,0.030200018283050845,-0.0007302824083077249,0.14168036003162396,-0.35342990625473847,0.03153927702100018
0.020385483691135752,0.014757737292673387,0.043635483591336156,0.017395944842769743,0.13509913699238402,-0.3280505721777619,0.028877746298662858
